Name,Calories,Image URL,Serving Size,Fat(g),Carbohydrate(g),Protein(g),Cholesterol(mg),Sodium(mg),Category,URL
Little Smokies,285,https://images.media-allrecipes.com/userphotos/300x300/648348.jpg,16,16.4 ,28.6,6.4 ,31 ,1040 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/130503/little-smokies/
Ranch Bean Dip,237,https://images.media-allrecipes.com/userphotos/300x300/31205.jpg,8,16.1 ,12,11 ,47 ,603 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/15164/ranch-bean-dip/
Easy Pepperoni Bread,87,https://images.media-allrecipes.com/userphotos/300x300/1038638.jpg,20,7.2 ,0.4,4.9 ,26 ,241 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/24187/easy-pepperoni-bread/
Awesome Crispy Baked Chicken Wings,233,https://images.media-allrecipes.com/userphotos/300x300/4459106.jpg,10,19.2 ,1.2,13.7 ,63 ,452 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/256752/awesome-crispy-baked-chicken-wings/
Teriyaki Chicken Wings,202,https://images.media-allrecipes.com/userphotos/300x300/562821.jpg,12,10.1 ,19.3,9 ,24 ,1227 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/88438/teriyaki-chicken-wings/
Jeff's Chili Con Queso,66,https://images.media-allrecipes.com/userphotos/300x300/3575172.jpg,40,5.2 ,1.7,3.3 ,15 ,193 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/25522/jeffs-chili-con-queso/
Artichoke and Roasted Red Pepper Dip,62,https://images.media-allrecipes.com/userphotos/300x300/334583.jpg,24,5.6 ,2,1.3 ,6 ,229 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/23384/artichoke-and-roasted-red-pepper-dip/
Cheese Onion Garlic Bread,687,https://images.media-allrecipes.com/userphotos/300x300/12213.jpg,8,36 ,68.7,23.3 ,49 ,1206 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/20605/cheese-onion-garlic-bread/
Hot Artichoke Dip,57,https://images.media-allrecipes.com/userphotos/300x300/25826.jpg,32,5.2 ,1.7,1.3 ,7 ,133 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/16175/hot-artichoke-dip/
Absolutely Amazing Ahi,155,https://images.media-allrecipes.com/userphotos/300x300/3933850.jpg,6,8 ,6.1,15.8 ,26 ,1227 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/33247/absolutely-amazing-ahi/
Curried Hummus,84,https://images.media-allrecipes.com/userphotos/300x300/68692.jpg,16,2.4 ,13.4,2.8 ,0 ,167 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/85534/curried-hummus/
Super Easy Hummus,121,https://images.media-allrecipes.com/userphotos/300x300/1031108.jpg,4,4.7 ,16.5,3.6 ,0 ,501 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/232962/super-easy-hummus/
Spinach Dip I,137,https://images.media-allrecipes.com/userphotos/300x300/370200.jpg,16,14 ,2.2,1.3 ,12 ,126 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14864/spinach-dip-i/
Beef Egg Rolls,267,https://images.media-allrecipes.com/userphotos/300x300/195107.jpg,16,15.8 ,22.1,9.4 ,21 ,576 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/18252/beef-egg-rolls/
Easy Never Forgotten Guacamole,100,https://images.media-allrecipes.com/userphotos/300x300/1384517.jpg,16,9.4 ,3.8,1.6 ,12 ,67 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/22972/easy-never-forgotten-guacamole/
Oriental Dipping Sauce,35,https://images.media-allrecipes.com/userphotos/300x300/223780.jpg,4,0.9 ,5.6,1.3 ,< 1 ,1031 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/17137/oriental-dipping-sauce/
Jalapeno Poppers of Champions,73,https://images.media-allrecipes.com/userphotos/300x300/963299.jpg,18,6.9 ,1.7,2 ,14 ,158 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/100056/jalapeno-poppers-of-champions/
Bacon Roll Ups II,203,https://images.media-allrecipes.com/userphotos/300x300/625552.jpg,20,14.9 ,11.9,5.2 ,28 ,377 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/26703/bacon-roll-ups-ii/
Spinach Roll-Ups,308,https://images.media-allrecipes.com/userphotos/300x300/420851.jpg,20,16.4 ,32.9,7.6 ,11 ,648 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14945/spinach-roll-ups/
Fresh California Salsa,12,https://images.media-allrecipes.com/userphotos/300x300/262864.jpg,16,0.1 ,2.7,0.5 ,0 ,3 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14137/fresh-california-salsa/
Pineapple Cheese Ball,168,https://images.media-allrecipes.com/userphotos/300x300/2870639.jpg,16,14.7 ,7.6,3 ,31 ,89 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14916/pineapple-cheese-ball/
Stuffed Hot Peppers,243,https://images.media-allrecipes.com/userphotos/300x300/1040053.jpg,6,20.6 ,8.1,7 ,54 ,1041 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/21851/stuffed-hot-peppers/
Sweet and Gooey Chicken Wings,464,https://images.media-allrecipes.com/userphotos/300x300/201841.jpg,4,28.9 ,16.2,33.3 ,131 ,1932 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/17054/sweet-and-gooey-chicken-wings/
Swedish Meatballs II,906,https://images.media-allrecipes.com/userphotos/300x300/118092.jpg,4,70 ,29.6,38.5 ,255 ,1124 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/16325/swedish-meatballs-ii/
Crab and Lobster Stuffed Mushrooms,310,https://images.media-allrecipes.com/userphotos/300x300/909436.jpg,8,22 ,6.9,21.9 ,130 ,535 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/47179/crab-and-lobster-stuffed-mushrooms/
Artichoke Salsa,52,https://images.media-allrecipes.com/userphotos/300x300/8186.jpg,5,2.8 ,6.8,1.9 ,0 ,278 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/44921/artichoke-salsa/
Roasted Winter Squash Seeds,216,https://images.media-allrecipes.com/userphotos/300x300/1746984.jpg,4,19.2 ,6.1,8.5 ,0 ,297 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/54873/roasted-winter-squash-seeds/
Vegetable Dill Dip,130,https://images.media-allrecipes.com/userphotos/300x300/1009078.jpg,16,13.9 ,1.3,0.6 ,12 ,87 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/77744/vegetable-dill-dip/
Ex-Girlfriend's Mom's Salsa Fresca (Pico de Gallo),29,https://images.media-allrecipes.com/userphotos/300x300/2438890.jpg,6,0.2 ,6.9,1.1 ,0 ,394 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/222041/ex-girlfriends-moms-salsa-fresca-pico-de-gallo/
Crab Cakes III,499,https://images.media-allrecipes.com/userphotos/300x300/16467.jpg,16,41.2 ,5.3,26.8 ,142 ,576 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/21276/crab-cakes-iii/
Dog Food Dip,88,https://images.media-allrecipes.com/userphotos/300x300/202186.jpg,48,6.6 ,1.5,5.3 ,20 ,166 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/24642/dog-food-dip/
Tiny Chicken Turnovers,220,https://images.media-allrecipes.com/userphotos/300x300/675089.jpg,15,17.4 ,10,6.3 ,57 ,237 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/8623/tiny-chicken-turnovers/
Chex® Muddy Buddies®,206,https://images.media-allrecipes.com/userphotos/300x300/988911.jpg,18,9 ,30.7,3.2 ,7 ,192 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/229544/chex-muddy-buddies/
Fruit Dip I,409,https://images.media-allrecipes.com/userphotos/300x300/82805.jpg,5,15.9 ,63.1,4 ,49 ,195 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/15420/fruit-dip-i/
Deep Fried Jalapeno Slices,147,https://images.media-allrecipes.com/userphotos/300x300/38451.jpg,8,7.2 ,15,3.7 ,46 ,748 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/16764/deep-fried-jalapeno-slices/
Absolutely the Best Nacho Dip Ever,47,https://images.media-allrecipes.com/userphotos/300x300/60679.jpg,64,4.2 ,1.2,1.4 ,9 ,81 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/24927/absolutely-the-best-nacho-dip-ever/
Sweet Coated Pecans,492,https://images.media-allrecipes.com/userphotos/300x300/298880.jpg,8,40.8 ,33.1,5.7 ,0 ,225 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/90212/sweet-coated-pecans/
Avocado-Mango Salsa,59,https://images.media-allrecipes.com/userphotos/300x300/584995.jpg,12,3.7 ,7,0.6 ,0 ,196 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/139720/avocado-mango-salsa/
Sassy Chicken Enchilada Dip,110,https://images.media-allrecipes.com/userphotos/300x300/4566556.jpg,16,6.7 ,3.4,9 ,31 ,173 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/68864/sassy-chicken-enchilada-dip/
World's Best Bacon Cheese Dip,239,https://images.media-allrecipes.com/userphotos/300x300/261081.jpg,16,23.1 ,2.3,5.9 ,38 ,213 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/81038/worlds-best-bacon-cheese-dip/
Double Chili Cheese Dip,134,https://images.media-allrecipes.com/userphotos/300x300/91866.jpg,12,10.6 ,3.8,6.4 ,36 ,270 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/16599/double-chili-cheese-dip/
Mexican Potato Nachos,327,https://images.media-allrecipes.com/userphotos/300x300/876203.jpg,8,20.3 ,20,16.4 ,50 ,568 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/219884/mexican-potato-nachos/
Savory Cinnamon Rolls,286,https://images.media-allrecipes.com/userphotos/300x300/48185.jpg,24,7.9 ,50.4,3.5 ,17 ,213 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/24518/savory-cinnamon-rolls/
Instant Pot® Apple Pie Steel Cut Oats,171,https://images.media-allrecipes.com/userphotos/300x300/5423107.jpg,4,2.6 ,32.6,5.1 ,0 ,296 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/265168/instant-pot-apple-pie-steel-cut-oats/
Joe's Special Scramble,441,https://images.media-allrecipes.com/userphotos/300x300/974918.jpg,6,28.3 ,11.2,35.6 ,281 ,197 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/163602/joes-special-scramble/
Baked Brunch Omelet,375,https://images.media-allrecipes.com/userphotos/300x300/10079.jpg,12,25.6 ,12.6,23.2 ,193 ,692 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/20703/baked-brunch-omelet/
Best Buckwheat Pancakes,560,https://images.media-allrecipes.com/userphotos/300x300/4462456.jpg,2,39 ,42.1,12.8 ,189 ,1623 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/14096/best-buckwheat-pancakes/
Good-Morning Banana Nut Cereal,220,https://images.media-allrecipes.com/userphotos/300x300/670993.jpg,1,6.6 ,37,7.3 ,1 ,31 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/215692/good-morning-banana-nut-cereal/
Instant Pot® Butternut Squash Breakfast Bowl,229,https://images.media-allrecipes.com/userphotos/300x300/5999502.jpg,6,10.8 ,34.8,4.1 ,0 ,92 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/269232/instant-pot-butternut-squash-breakfast-bowl/
Purple Monstrosity Fruit Smoothie,87,https://images.media-allrecipes.com/userphotos/300x300/696215.jpg,5,0.4 ,21.4,0.9 ,0 ,1 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/16490/purple-monstrosity-fruit-smoothie/
Maple Apple Turkey Sausage,92,https://images.media-allrecipes.com/userphotos/300x300/4553597.jpg,10,5.2 ,3,8.6 ,34 ,206 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/259473/maple-apple-turkey-sausage/
Fluffy Pancakes,230,https://images.media-allrecipes.com/userphotos/300x300/5079227.jpg,4,8.2 ,32.7,6.4 ,65 ,650 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/162760/fluffy-pancakes/
Good Old Fashioned Pancakes,158,https://images.media-allrecipes.com/userphotos/300x300/4948036.jpg,8,5.9 ,21.7,4.5 ,38 ,504 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/21014/good-old-fashioned-pancakes/
Downeast Maine Pumpkin Bread,263,https://images.media-allrecipes.com/userphotos/300x300/4567827.jpg,24,10.3 ,40.6,3.1 ,31 ,305 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/6820/downeast-maine-pumpkin-bread/
Mom's Zucchini Bread,255,https://images.media-allrecipes.com/userphotos/300x300/1037957.jpg,24,13.1 ,32.1,3.3 ,23 ,180 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/6698/moms-zucchini-bread/
Banana Sour Cream Bread,263,https://images.media-allrecipes.com/userphotos/300x300/4510541.jpg,32,10.4 ,40.1,3.7 ,35 ,200 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/6984/banana-sour-cream-bread/
Fluffy French Toast,123,https://images.media-allrecipes.com/userphotos/300x300/2049275.jpg,12,2.7 ,19.4,4.8 ,48 ,230 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/16895/fluffy-french-toast/
Waffles I,382,https://images.media-allrecipes.com/userphotos/300x300/3875444.jpg,6,21.6 ,38,8.7 ,68 ,390 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/22180/waffles-i/
Buttermilk Pancakes II,219,https://images.media-allrecipes.com/userphotos/300x300/439719.jpg,12,7.4 ,30.7,7.2 ,63 ,515 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/24530/buttermilk-pancakes-ii/
Basic Crepes,216,https://images.media-allrecipes.com/userphotos/300x300/5985241.jpg,4,9.2 ,25.5,7.4 ,111 ,235 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/16383/basic-crepes/
Classic Waffles,379,https://images.media-allrecipes.com/userphotos/300x300/34761.jpg,5,16.2 ,47.6,10.2 ,113 ,899 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/20513/classic-waffles/
Crustless Spinach Quiche,309,https://images.media-allrecipes.com/userphotos/300x300/451789.jpg,6,23.7 ,4.8,20.4 ,209 ,546 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/20876/crustless-spinach-quiche/
Pumpkin Pancakes,278,https://images.media-allrecipes.com/userphotos/300x300/705316.jpg,6,7.2 ,45.8,7.9 ,36 ,608 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/17036/pumpkin-pancakes/
Cheesy Ham and Hash Brown Casserole,415,https://images.media-allrecipes.com/userphotos/300x300/566024.jpg,12,27.2 ,29.7,14.4 ,53 ,761 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/20096/cheesy-ham-and-hash-brown-casserole/
Spinach Quiche,613,https://images.media-allrecipes.com/userphotos/300x300/2144550.jpg,6,48.2 ,23.9,22.9 ,232 ,1155 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/16664/spinach-quiche/
Banana Pancakes I,193,https://images.media-allrecipes.com/userphotos/300x300/708583.jpg,6,6.6 ,29.2,5 ,34 ,246 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/20334/banana-pancakes-i/
Monkey Bread I,418,https://images.media-allrecipes.com/userphotos/300x300/546316.jpg,15,17.7 ,61.5,5.3 ,< 1 ,746 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/6815/monkey-bread-i/
Pumpkin Bread IV,247,https://images.media-allrecipes.com/userphotos/300x300/3850368.jpg,36,10.3 ,36.8,3 ,31 ,231 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/6862/pumpkin-bread-iv/
Overnight Blueberry French Toast,485,https://images.media-allrecipes.com/userphotos/300x300/381517.jpg,10,24.8 ,51.9,15.1 ,279 ,451 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/15057/overnight-blueberry-french-toast/
Christmas Breakfast Sausage Casserole,377,https://images.media-allrecipes.com/userphotos/300x300/4274610.jpg,8,26 ,13.4,21.5 ,160 ,1015 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/9247/christmas-breakfast-sausage-casserole/
French Toast I,240,https://images.media-allrecipes.com/userphotos/300x300/234562.jpg,3,6.4 ,33.6,10.6 ,128 ,478 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/7016/french-toast-i/
Baked French Toast,395,https://images.media-allrecipes.com/userphotos/300x300/1760545.jpg,12,19.8 ,44.4,11 ,169 ,408 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/20934/baked-french-toast/
French Toast Casserole,207,https://images.media-allrecipes.com/userphotos/300x300/2138347.jpg,6,7.2 ,26.6,8.5 ,129 ,388 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/22389/french-toast-casserole/
Banana Bread,145,https://images.media-allrecipes.com/userphotos/300x300/5818860.jpg,16,3.7 ,26.5,2.3 ,31 ,181 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/6687/banana-bread/
Quick Quiche,291,https://images.media-allrecipes.com/userphotos/300x300/399957.jpg,6,18.8 ,12.9,17 ,170 ,804 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/21551/quick-quiche/
Easy Broccoli Quiche,371,https://images.media-allrecipes.com/userphotos/300x300/82760.jpg,6,24.9 ,21.5,16.1 ,162 ,885 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/24148/easy-broccoli-quiche/
Easy Pancakes,247,https://images.media-allrecipes.com/userphotos/300x300/2361199.jpg,4,9.6 ,33.5,6.8 ,51 ,804 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/45396/easy-pancakes/
Todd's Famous Blueberry Pancakes,146,https://images.media-allrecipes.com/userphotos/300x300/686460.jpg,6,2.9 ,24.7,5.1 ,37 ,397 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/20177/todds-famous-blueberry-pancakes/
Pancakes I,315,https://images.media-allrecipes.com/userphotos/300x300/539173.jpg,3,13 ,40.2,9.1 ,69 ,581 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/20461/pancakes-i/
Irresistible Irish Soda Bread,192,https://images.media-allrecipes.com/userphotos/300x300/1111853.jpg,12,4.9 ,31.7,5.1 ,27 ,497 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/7095/irresistible-irish-soda-bread/
Clark's Quiche,444,https://images.media-allrecipes.com/userphotos/300x300/963661.jpg,16,33.6 ,14.6,21.5 ,156 ,1078 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/50523/clarks-quiche/
Megan's Granola,369,https://images.media-allrecipes.com/userphotos/300x300/639760.jpg,30,20 ,45,8.3 ,0 ,122 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/98390/megans-granola/
Cathy's Banana Bread,200,https://images.media-allrecipes.com/userphotos/300x300/378889.jpg,16,6.6 ,32.6,3 ,30 ,195 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/6993/cathys-banana-bread/
Sausage Casserole,355,https://images.media-allrecipes.com/userphotos/300x300/4501563.jpg,12,26.3 ,7.9,21.6 ,188 ,755 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/24532/sausage-casserole/
Strawberry Oatmeal Breakfast Smoothie,236,https://images.media-allrecipes.com/userphotos/300x300/409456.jpg,2,3.7 ,44.9,7.6 ,0 ,65 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/
Zucchini Bread IV,231,https://images.media-allrecipes.com/userphotos/300x300/3892083.jpg,24,11.6 ,29.6,2.9 ,23 ,165 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/6915/zucchini-bread-iv/
4H Banana Bread,265,https://images.media-allrecipes.com/userphotos/300x300/1042616.jpg,12,11.5 ,38,3.9 ,16 ,287 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/6765/4h-banana-bread/
Strawberry Bread,281,https://images.media-allrecipes.com/userphotos/300x300/836956.jpg,24,16.6 ,31.2,3.3 ,31 ,161 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/9353/strawberry-bread/
Sausage Balls,264,https://images.media-allrecipes.com/userphotos/300x300/466969.jpg,15,19 ,10.5,12.8 ,49 ,660 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/21649/sausage-balls/
Crepes,79,https://images.media-allrecipes.com/userphotos/300x300/1259466.jpg,8,2.8 ,9.5,3.7 ,49 ,30 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/27188/crepes/
Creamy Banana Bread,289,https://images.media-allrecipes.com/userphotos/300x300/593564.jpg,16,15.1 ,35.5,4.4 ,39 ,213 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/7154/creamy-banana-bread/
Cinnamon Bread I,218,https://images.media-allrecipes.com/userphotos/300x300/4548967.jpg,12,6.4 ,36.4,3.9 ,32 ,369 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/6934/cinnamon-bread-i/
B and L's Strawberry Smoothie,160,https://images.media-allrecipes.com/userphotos/300x300/416503.jpg,2,1.1 ,30.3,5.6 ,5 ,71 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/20792/b-and-ls-strawberry-smoothie/
Truck-Stop Buttermilk Pancakes,347,https://images.media-allrecipes.com/userphotos/300x300/969723.jpg,12,9.8 ,51.8,12.4 ,99 ,865 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/76448/truck-stop-buttermilk-pancakes/
Dessert Crepes,164,https://images.media-allrecipes.com/userphotos/300x300/4511555.jpg,8,7.7 ,17.2,6.4 ,111 ,235 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/19037/dessert-crepes/
Creme Brulee French Toast,510,https://images.media-allrecipes.com/userphotos/300x300/3410.jpg,6,26.9 ,58.7,10.2 ,218 ,359 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/35255/creme-brulee-french-toast/
Mom's Buttermilk Pancakes,210,https://images.media-allrecipes.com/userphotos/300x300/4245508.jpg,4,7.9 ,27.2,7.1 ,65 ,1027 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/203229/moms-buttermilk-pancakes/
Joy's Easy Banana Bread,225,https://images.media-allrecipes.com/userphotos/300x300/2226688.jpg,10,5.4 ,42.4,3 ,31 ,399 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/241707/joys-easy-banana-bread/
Oatmeal Pancakes II,207,https://images.media-allrecipes.com/userphotos/300x300/1011512.jpg,4,9.3 ,24.6,6 ,48 ,605 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/21384/oatmeal-pancakes-ii/
Sarah's Banana Bread Muffins,270,https://images.media-allrecipes.com/userphotos/300x300/5845097.jpg,12,11.5 ,39.7,3.4 ,16 ,208 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/6990/sarahs-banana-bread-muffins/
Old-Fashioned Pancakes,318,https://images.media-allrecipes.com/userphotos/300x300/3775574.jpg,4,11.9 ,43.7,9 ,75 ,1119 ,Breakfast & Brunch,https://www.allrecipes.com/recipe/220415/old-fashioned-pancakes/
