Name,Calories,Serving Size,Fat(g),Carbohydrate(g),Protein(g),Cholesterol(mg),Sodium(mg),Category,URL
Sesame Noodles,371,8,14.8 ,52,7.9 ,0 ,699 ,Pasta,https://www.allrecipes.com/recipe/90044/sesame-noodles/
Portobello Penne Pasta Casserole,380,8,21.3 ,32.1,16 ,23 ,811 ,Pasta,https://www.allrecipes.com/recipe/89334/portobello-penne-pasta-casserole/
Home Style Macaroni and Cheese,641,6,40.4 ,47,22.6 ,118 ,828 ,Pasta,https://www.allrecipes.com/recipe/23983/home-style-macaroni-and-cheese/
Baked Penne with Italian Sausage,664,6,33.5 ,59.2,31 ,82 ,1714 ,Pasta,https://www.allrecipes.com/recipe/46922/baked-penne-with-italian-sausage/
Broccoli and Tortellini Salad,322,12,16.1 ,38.7,9 ,20 ,341 ,Pasta,https://www.allrecipes.com/recipe/14153/broccoli-and-tortellini-salad/
Ricotta Gnocchi,442,5,26 ,27.1,22.4 ,131 ,906 ,Pasta,https://www.allrecipes.com/recipe/126942/ricotta-gnocchi/
Ramen Coleslaw,253,4,12.5 ,30.5,7.1 ,0 ,543 ,Pasta,https://www.allrecipes.com/recipe/14441/ramen-coleslaw/
Awesome Pasta Salad,310,16,17.7 ,25.9,12.9 ,31 ,913 ,Pasta,https://www.allrecipes.com/recipe/52734/awesome-pasta-salad/
Spinach and Sun-Dried Tomato Pasta,340,4,8.9 ,52,14.7 ,4 ,386 ,Pasta,https://www.allrecipes.com/recipe/73208/spinach-and-sun-dried-tomato-pasta/
Mom's Best Macaroni Salad,424,16,24.7 ,45,6.6 ,19 ,205 ,Pasta,https://www.allrecipes.com/recipe/65052/moms-best-macaroni-salad/
Tuna Noodle Casserole II,467,8,16 ,57.6,22.6 ,30 ,1143 ,Pasta,https://www.allrecipes.com/recipe/12851/tuna-noodle-casserole-ii/
Quick and Easy Tuna Casserole,662,5,24.2 ,71.8,38.4 ,112 ,1828 ,Pasta,https://www.allrecipes.com/recipe/16964/quick-and-easy-tuna-casserole/
Portobello Mushroom Stroganoff,525,4,30.1 ,53.3,12.8 ,101 ,295 ,Pasta,https://www.allrecipes.com/recipe/60923/portobello-mushroom-stroganoff/
Creamy Macaroni and Cheese,529,10,26.5 ,47.1,25.1 ,82 ,1203 ,Pasta,https://www.allrecipes.com/recipe/87860/creamy-macaroni-and-cheese/
Greek Orzo Salad,326,6,10.2 ,48.7,13.1 ,22 ,615 ,Pasta,https://www.allrecipes.com/recipe/19389/greek-orzo-salad/
Shrimp and Asparagus,653,8,42.2 ,45.4,24.7 ,199 ,340 ,Pasta,https://www.allrecipes.com/recipe/18149/shrimp-and-asparagus/
Greek Pasta with Tomatoes and White Beans,460,4,5.9 ,79,23.4 ,17 ,593 ,Pasta,https://www.allrecipes.com/recipe/11669/greek-pasta-with-tomatoes-and-white-beans/
Ground Turkey Casserole,516,8,31.5 ,31.8,26.9 ,145 ,552 ,Pasta,https://www.allrecipes.com/recipe/18786/ground-turkey-casserole/
Italian Sausage Tortellini Soup,249,6,8.9 ,27.7,12.4 ,22 ,542 ,Pasta,https://www.allrecipes.com/recipe/16797/italian-sausage-tortellini-soup/
Shrimp and Feta Cheese Pasta,603,5,19.5 ,75.2,32.9 ,168 ,763 ,Pasta,https://www.allrecipes.com/recipe/21120/shrimp-and-feta-cheese-pasta/
Amatriciana,529,4,7.5 ,97.6,21.5 ,12 ,702 ,Pasta,https://www.allrecipes.com/recipe/11704/amatriciana/
Peanut Noodles,568,3,24.8 ,70.1,19.7 ,0 ,1352 ,Pasta,https://www.allrecipes.com/recipe/13974/peanut-noodles/
Angel Hair Pasta with Garlic Shrimp and Broccoli,431,6,19.9 ,39.5,24.3 ,145 ,1139 ,Pasta,https://www.allrecipes.com/recipe/26251/angel-hair-pasta-with-garlic-shrimp-and-broccoli/
Simple Spinach Lasagna,361,8,11.8 ,41.6,23.4 ,48 ,1048 ,Pasta,https://www.allrecipes.com/recipe/23988/simple-spinach-lasagna/
Three Cheese Manicotti II,611,6,24.1 ,64.6,34 ,96 ,1679 ,Pasta,https://www.allrecipes.com/recipe/86446/three-cheese-manicotti-ii/
Gnocchi I,329,4,2 ,67,9.7 ,53 ,22 ,Pasta,https://www.allrecipes.com/recipe/18465/gnocchi-i/
Angel Hair with Feta and Sun-Dried Tomatoes,369,8,17.5 ,39.2,15.6 ,34 ,809 ,Pasta,https://www.allrecipes.com/recipe/18034/angel-hair-with-feta-and-sun-dried-tomatoes/
Incredibly Easy Chicken and Noodles,504,6,19.6 ,54.8,27.4 ,99 ,2356 ,Pasta,https://www.allrecipes.com/recipe/17846/incredibly-easy-chicken-and-noodles/
Anna's Amazing Easy Pleasy Meatballs over Buttered Noodles,492,24,25.5 ,38.5,25.9 ,148 ,591 ,Pasta,https://www.allrecipes.com/recipe/88341/annas-amazing-easy-pleasy-meatballs-over-buttered-noodles/
Basic Pasta,176,3,2.1 ,31.9,6.4 ,62 ,412 ,Pasta,https://www.allrecipes.com/recipe/11899/basic-pasta/
BLT Pasta Salad,341,10,15.5 ,38.2,12.2 ,26 ,711 ,Pasta,https://www.allrecipes.com/recipe/72823/blt-pasta-salad/
Lazygirl's Ground Turkey Stroganoff,463,4,19.6 ,41.8,30.5 ,125 ,852 ,Pasta,https://www.allrecipes.com/recipe/74053/lazygirls-ground-turkey-stroganoff/
Garden Pasta Salad,449,10,27.4 ,45.1,8.4 ,4 ,1540 ,Pasta,https://www.allrecipes.com/recipe/11883/garden-pasta-salad/
Yakisoba Chicken,295,6,4.8 ,40.7,26.3 ,46 ,1621 ,Pasta,https://www.allrecipes.com/recipe/8628/yakisoba-chicken/
Ham and Cheese Bowties,508,6,29.7 ,36.5,24.2 ,85 ,864 ,Pasta,https://www.allrecipes.com/recipe/21362/ham-and-cheese-bowties/
Ratatouille Bake,188,6,7.6 ,22,9.7 ,24 ,449 ,Pasta,https://www.allrecipes.com/recipe/200877/ratatouille-bake/
Fettuccine Alfredo V,854,4,59.4 ,55.9,27.2 ,231 ,807 ,Pasta,https://www.allrecipes.com/recipe/23834/fettuccine-alfredo-v/
Lasagna Alfredo Roll Ups,485,8,33.9 ,26.7,21 ,88 ,1108 ,Pasta,https://www.allrecipes.com/recipe/15225/lasagna-alfredo-roll-ups/
Fettuccini Carbonara,614,6,28.6 ,64.8,26 ,166 ,750 ,Pasta,https://www.allrecipes.com/recipe/42585/fettuccini-carbonara/
Best Italian Sausage Soup,436,8,17.8 ,43.5,21 ,33 ,1609 ,Pasta,https://www.allrecipes.com/recipe/25713/best-italian-sausage-soup/
Italian Chicken Skillet,515,4,12.9 ,53.7,42.5 ,87 ,758 ,Pasta,https://www.allrecipes.com/recipe/171442/italian-chicken-skillet/
Creamy Chicken on Linguine,523,8,24.8 ,45.4,30.4 ,115 ,383 ,Pasta,https://www.allrecipes.com/recipe/11904/creamy-chicken-on-linguine/
Ham Tetrazzini,358,4,15.6 ,38.8,15.1 ,39 ,1585 ,Pasta,https://www.allrecipes.com/recipe/11894/ham-tetrazzini/
Teena's Spicy Pesto Chicken and Pasta,422,8,15.2 ,45.5,24.9 ,43 ,215 ,Pasta,https://www.allrecipes.com/recipe/78210/teenas-spicy-pesto-chicken-and-pasta/
Lasagna Alfredo,954,8,57.7 ,56.5,55.2 ,157 ,1764 ,Pasta,https://www.allrecipes.com/recipe/19400/lasagna-alfredo/
Quick Gnocchi,462,2,3.5 ,91.3,14.8 ,93 ,1225 ,Pasta,https://www.allrecipes.com/recipe/11760/quick-gnocchi/
Laura's Unbelievable Chicken and Pasta,547,6,16.7 ,59,41.2 ,108 ,516 ,Pasta,https://www.allrecipes.com/recipe/39253/lauras-unbelievable-chicken-and-pasta/
Mom's Baked Macaroni and Cheese,674,6,30.9 ,65.5,32.3 ,87 ,849 ,Pasta,https://www.allrecipes.com/recipe/19427/moms-baked-macaroni-and-cheese/
Minestrone Soup I,292,6,9.6 ,41.1,12.3 ,6 ,766 ,Pasta,https://www.allrecipes.com/recipe/13187/minestrone-soup-i/
St. Louis Toasted Ravioli,377,6,19.3 ,39.5,11.6 ,57 ,888 ,Pasta,https://www.allrecipes.com/recipe/16907/st-louis-toasted-ravioli/
Spinach and Leek White Bean Soup,179,8,2 ,30.6,9.4 ,0 ,432 ,Pasta,https://www.allrecipes.com/recipe/76137/spinach-and-leek-white-bean-soup/
Orange Chicken Stir Fry,524,4,25.1 ,41.1,34.7 ,68 ,1749 ,Pasta,https://www.allrecipes.com/recipe/16406/orange-chicken-stir-fry/
Best Ziti Ever,696,8,28.5 ,71.3,36.6 ,75 ,1617 ,Pasta,https://www.allrecipes.com/recipe/40549/best-ziti-ever/
Moroccan-Style Stuffed Acorn Squash,502,4,11.7 ,93.8,11.2 ,10 ,728 ,Pasta,https://www.allrecipes.com/recipe/50096/moroccan-style-stuffed-acorn-squash/
Easy Turkey Tetrazzini,411,6,20.1 ,33.5,24 ,105 ,1082 ,Pasta,https://www.allrecipes.com/recipe/37784/easy-turkey-tetrazzini/
Asiago Sun-Dried Tomato Pasta,733,8,47.1 ,51.4,28.7 ,187 ,539 ,Pasta,https://www.allrecipes.com/recipe/42579/asiago-sun-dried-tomato-pasta/
Baked Homemade Macaroni and Cheese,810,6,49.9 ,57.3,32.4 ,133 ,1012 ,Pasta,https://www.allrecipes.com/recipe/102393/baked-homemade-macaroni-and-cheese/
Chicken Lo Mein,599,4,14.7 ,78.6,38 ,61 ,1877 ,Pasta,https://www.allrecipes.com/recipe/17092/chicken-lo-mein/
Allie's Delicious Macaroni and Cheese,612,6,34.1 ,43.3,32.1 ,110 ,802 ,Pasta,https://www.allrecipes.com/recipe/18349/allies-delicious-macaroni-and-cheese/
Baked Macaroni and Cheese I,570,5,31.6 ,43.9,28.2 ,95 ,580 ,Pasta,https://www.allrecipes.com/recipe/11937/baked-macaroni-and-cheese-i/
Simple Macaroni and Cheese,630,4,33.6 ,55,26.5 ,100 ,777 ,Pasta,https://www.allrecipes.com/recipe/238691/simple-macaroni-and-cheese/
Broccoli and Ramen Noodle Salad,562,6,34.4 ,52.3,16.5 ,0 ,356 ,Pasta,https://www.allrecipes.com/recipe/16414/broccoli-and-ramen-noodle-salad/
Spinach and Tortellini Salad,377,4,23.2 ,33.1,13.1 ,17 ,1420 ,Pasta,https://www.allrecipes.com/recipe/14440/spinach-and-tortellini-salad/
Mushroom Orzo,327,6,18.6 ,28.1,8.6 ,48 ,241 ,Pasta,https://www.allrecipes.com/recipe/85426/mushroom-orzo/
Zucchini Alfredo,379,6,17.4 ,44.1,12.4 ,72 ,517 ,Pasta,https://www.allrecipes.com/recipe/52934/zucchini-alfredo/
Creamy Cajun Shrimp Pasta,483,4,17.6 ,46,34.4 ,213 ,1271 ,Pasta,https://www.allrecipes.com/recipe/45933/creamy-cajun-shrimp-pasta/
Chicken Tequila Fettuccini,923,4,46.1 ,71.1,49.4 ,228 ,1093 ,Pasta,https://www.allrecipes.com/recipe/8696/chicken-tequila-fettuccini/
Macaroni and Cheese V,461,6,23 ,43.9,19 ,65 ,414 ,Pasta,https://www.allrecipes.com/recipe/19422/macaroni-and-cheese-v/
Classic Macaroni and Cheese,701,6,33.5 ,64.9,34 ,103 ,552 ,Pasta,https://www.allrecipes.com/recipe/19423/classic-macaroni-and-cheese/
Sukhothai Pad Thai,619,8,34 ,64.1,19.5 ,93 ,1010 ,Pasta,https://www.allrecipes.com/recipe/19306/sukhothai-pad-thai/
Italian Confetti  Pasta Salad,354,6,30.9 ,17.7,3.4 ,14 ,702 ,Pasta,https://www.allrecipes.com/recipe/11752/italian-confetti-pasta-salad/
Tuna Noodle Casserole I,346,6,14.6 ,34.2,19.3 ,71 ,721 ,Pasta,https://www.allrecipes.com/recipe/12830/tuna-noodle-casserole-i/
Chicken and Spinach Alfredo Lasagna,591,12,43.7 ,22,28.7 ,159 ,847 ,Pasta,https://www.allrecipes.com/recipe/24075/chicken-and-spinach-alfredo-lasagna/
Shrimp Linguine Alfredo,590,4,23.7 ,70.3,27.5 ,135 ,317 ,Pasta,https://www.allrecipes.com/recipe/12780/shrimp-linguine-alfredo/
Asian Salad,374,10,32.3 ,19.5,4.7 ,24 ,321 ,Pasta,https://www.allrecipes.com/recipe/11925/asian-salad/
All Day Macaroni and Cheese,648,6,38.7 ,38.5,36.2 ,182 ,1076 ,Pasta,https://www.allrecipes.com/recipe/11990/all-day-macaroni-and-cheese/
Broccoli and Sausage Cavatelli,548,8,33 ,45.5,18.4 ,45 ,470 ,Pasta,https://www.allrecipes.com/recipe/19311/broccoli-and-sausage-cavatelli/
Awesome Chicken Noodle Soup,303,12,12.3 ,22.4,25.1 ,81 ,864 ,Pasta,https://www.allrecipes.com/recipe/26358/awesome-chicken-noodle-soup/
Cheryl's Spinach Cheesy Pasta Casserole,378,12,18 ,38,17 ,64 ,668 ,Pasta,https://www.allrecipes.com/recipe/54143/cheryls-spinach-cheesy-pasta-casserole/
Chinese Cabbage Salad I,290,12,21.3 ,22.8,4.6 ,3 ,263 ,Pasta,https://www.allrecipes.com/recipe/14285/chinese-cabbage-salad-i/
Southwestern Pasta Salad,217,8,10.3 ,27.2,6.5 ,0 ,468 ,Pasta,https://www.allrecipes.com/recipe/26297/southwestern-pasta-salad/
Chicken and Bow Tie Pasta,894,4,41.6 ,76.3,47 ,184 ,1722 ,Pasta,https://www.allrecipes.com/recipe/47651/chicken-and-bow-tie-pasta/
Alfredo Mostaccioli,430,8,25.3 ,42.4,10.3 ,76 ,467 ,Pasta,https://www.allrecipes.com/recipe/26249/alfredo-mostaccioli/
Linguine Pasta with Shrimp and Tomatoes,520,6,16.1 ,61.5,26.6 ,125 ,231 ,Pasta,https://www.allrecipes.com/recipe/139510/linguine-pasta-with-shrimp-and-tomatoes/
Chicken Alfredo,645,4,42.7 ,39.7,28.3 ,151 ,355 ,Pasta,https://www.allrecipes.com/recipe/18444/chicken-alfredo/
Garlic Shrimp Scampi,660,4,29.6 ,48.4,45.1 ,323 ,737 ,Pasta,https://www.allrecipes.com/recipe/18131/garlic-shrimp-scampi/
"Chicken, Garlic, and Sundried Tomato Pasta",438,8,18.9 ,46.3,21.4 ,68 ,537 ,Pasta,https://www.allrecipes.com/recipe/12051/chicken-garlic-and-sundried-tomato-pasta/
Pasta e Olio,323,8,13.4 ,42.8,7.6 ,15 ,46 ,Pasta,https://www.allrecipes.com/recipe/12074/pasta-e-olio/
Pesto Cream Sauce,677,8,38.3 ,52.2,33.6 ,155 ,738 ,Pasta,https://www.allrecipes.com/recipe/40186/pesto-cream-sauce/
Slow Cooker Macaroni and Cheese I,592,6,33.5 ,39.5,32.6 ,164 ,998 ,Pasta,https://www.allrecipes.com/recipe/17493/slow-cooker-macaroni-and-cheese-i/
Tuna Macaroni Salad,572,6,37.8 ,44.9,13.5 ,29 ,847 ,Pasta,https://www.allrecipes.com/recipe/11721/tuna-macaroni-salad/
Bow Tie Pasta with Sausage and Sweet Peppers,489,4,22.9 ,48,23.3 ,45 ,1048 ,Pasta,https://www.allrecipes.com/recipe/19908/bow-tie-pasta-with-sausage-and-sweet-peppers/
Cajun Pasta Fresca,294,8,7.5 ,46.2,12.2 ,9 ,1178 ,Pasta,https://www.allrecipes.com/recipe/22246/cajun-pasta-fresca/
Baked Macaroni and Cheese III,353,10,15.7 ,37.4,15.1 ,75 ,307 ,Pasta,https://www.allrecipes.com/recipe/23965/baked-macaroni-and-cheese-iii/
"Pasta with Scallops, Zucchini, and Tomatoes",335,8,9.1 ,46.1,18.7 ,20 ,266 ,Pasta,https://www.allrecipes.com/recipe/12043/pasta-with-scallops-zucchini-and-tomatoes/
Lasagna Roll Ups,455,12,18.7 ,42.2,31.3 ,48 ,775 ,Pasta,https://www.allrecipes.com/recipe/25075/lasagna-roll-ups/
Penne a la Vodka II,632,6,35.8 ,62.9,12.9 ,109 ,221 ,Pasta,https://www.allrecipes.com/recipe/19919/penne-a-la-vodka-ii/
Sandy's Casserole,508,6,24.6 ,40.2,30.3 ,84 ,1253 ,Pasta,https://www.allrecipes.com/recipe/19912/sandys-casserole/
Stuffed Shells IV,323,14,11.3 ,30.9,24.4 ,54 ,622 ,Pasta,https://www.allrecipes.com/recipe/22751/stuffed-shells-iv/
Chinese Napa Cabbage Salad,405,6,30.3 ,28.3,9.2 ,20 ,590 ,Pasta,https://www.allrecipes.com/recipe/14321/chinese-napa-cabbage-salad/
Chicken and Sausage with Bowties,382,8,9.1 ,47.6,24 ,51 ,526 ,Pasta,https://www.allrecipes.com/recipe/8681/chicken-and-sausage-with-bowties/
Pasta Bake,387,8,16.5 ,36.5,22.9 ,61 ,674 ,Pasta,https://www.allrecipes.com/recipe/11969/pasta-bake/
Penne with Shrimp,385,8,8.5 ,48.5,24.5 ,95 ,399 ,Pasta,https://www.allrecipes.com/recipe/86775/penne-with-shrimp/
Lemon Chicken Orzo Soup,167,12,4.1 ,21.7,12.1 ,20 ,187 ,Pasta,https://www.allrecipes.com/recipe/233968/lemon-chicken-orzo-soup/
Basil Chicken and Pasta,535,4,31.3 ,28.6,34.5 ,167 ,224 ,Pasta,https://www.allrecipes.com/recipe/12019/basil-chicken-and-pasta/
"Easy, Cheesy Tortellini Bake",711,6,39.8 ,62.5,29.6 ,97 ,1830 ,Pasta,https://www.allrecipes.com/recipe/132801/easy-cheesy-tortellini-bake/
Ground Beef Curly Noodle,368,4,17.1 ,30.2,23.3 ,69 ,843 ,Pasta,https://www.allrecipes.com/recipe/73402/ground-beef-curly-noodle/
Cabbage and Noodles,447,4,19.1 ,53.1,17.5 ,90 ,616 ,Pasta,https://www.allrecipes.com/recipe/188706/cabbage-and-noodles/
Chicken or Turkey Tetrazzini Deluxe,493,12,24.7 ,39,28.8 ,85 ,944 ,Pasta,https://www.allrecipes.com/recipe/25139/chicken-or-turkey-tetrazzini-deluxe/
Clam Sauce with Linguine,795,4,29.3 ,92.7,43.2 ,127 ,939 ,Pasta,https://www.allrecipes.com/recipe/47125/clam-sauce-with-linguine/
Chicken Spaghetti II,283,9,8.2 ,28.2,23.3 ,47 ,1174 ,Pasta,https://www.allrecipes.com/recipe/8976/chicken-spaghetti-ii/
Angel Hair Pasta Chicken,280,6,8.3 ,34.6,17.5 ,27 ,200 ,Pasta,https://www.allrecipes.com/recipe/20744/angel-hair-pasta-chicken/
Cheese's Baked Macaroni and Cheese,600,8,38.3 ,39.2,24.1 ,101 ,912 ,Pasta,https://www.allrecipes.com/recipe/111823/cheeses-baked-macaroni-and-cheese/
Napa Cabbage Salad,631,6,51.3 ,39.8,9.2 ,27 ,653 ,Pasta,https://www.allrecipes.com/recipe/18517/napa-cabbage-salad/
Randy's Slow Cooker Ravioli Lasagna,544,8,23.6 ,52.9,29.4 ,91 ,1334 ,Pasta,https://www.allrecipes.com/recipe/234397/randys-slow-cooker-ravioli-lasagna/
Shrimp Linguine,517,8,24.6 ,42.6,32.5 ,243 ,436 ,Pasta,https://www.allrecipes.com/recipe/11671/shrimp-linguine/
Beef Noodle Soup,377,6,19.4 ,24.8,25.5 ,89 ,1040 ,Pasta,https://www.allrecipes.com/recipe/17794/beef-noodle-soup/
Pasta with Peas and Sausage,611,8,38.2 ,50.2,18.7 ,100 ,599 ,Pasta,https://www.allrecipes.com/recipe/23974/pasta-with-peas-and-sausage/
Beef Stroganoff II,606,4,24.5 ,58.6,35.2 ,130 ,1063 ,Pasta,https://www.allrecipes.com/recipe/16105/beef-stroganoff-ii/
Chicken Spaghetti Casserole I,466,6,18.6 ,34,37.1 ,99 ,618 ,Pasta,https://www.allrecipes.com/recipe/8949/chicken-spaghetti-casserole-i/
Alfredo Light,292,8,4.1 ,50.5,13.9 ,6 ,360 ,Pasta,https://www.allrecipes.com/recipe/11915/alfredo-light/
Mostaccioli with Spinach and Feta,301,6,13.8 ,34.1,12.5 ,34 ,465 ,Pasta,https://www.allrecipes.com/recipe/11727/mostaccioli-with-spinach-and-feta/
Pierogi Casserole,626,8,40.7 ,48.2,18.6 ,93 ,525 ,Pasta,https://www.allrecipes.com/recipe/18841/pierogi-casserole/
Fast and Easy Tofu Lo-Mein,383,4,19.8 ,38.6,17.1 ,< 1 ,1333 ,Pasta,https://www.allrecipes.com/recipe/64678/fast-and-easy-tofu-lo-mein/
Greek Pasta Salad,307,8,23.6 ,19.3,5.4 ,14 ,258 ,Pasta,https://www.allrecipes.com/recipe/176650/greek-pasta-salad/
Three Cheese Manicotti,439,7,20.8 ,38.3,25.1 ,63 ,790 ,Pasta,https://www.allrecipes.com/recipe/17148/three-cheese-manicotti/
Broccoli Beef II,303,4,7.1 ,35.1,26.4 ,46 ,1533 ,Pasta,https://www.allrecipes.com/recipe/39380/broccoli-beef-ii/
"Asparagus, Chicken, and Pecan Pasta",685,6,29.2 ,64,44.8 ,94 ,478 ,Pasta,https://www.allrecipes.com/recipe/163162/asparagus-chicken-and-pecan-pasta/
Company Couscous,299,4,12.4 ,38,9.1 ,6 ,196 ,Pasta,https://www.allrecipes.com/recipe/18897/company-couscous/
Ultimate Shrimp Scampi,792,4,41.3 ,72.6,36.1 ,246 ,1345 ,Pasta,https://www.allrecipes.com/recipe/167170/ultimate-shrimp-scampi/
Blackened Shrimp Stroganoff,440,4,16.1 ,41.4,33.1 ,195 ,1208 ,Pasta,https://www.allrecipes.com/recipe/40573/blackened-shrimp-stroganoff/
Chef John's Homemade Chicken Noodle Soup,149,8,6.7 ,11.8,9.5 ,40 ,1000 ,Pasta,https://www.allrecipes.com/recipe/220416/chef-johns-homemade-chicken-noodle-soup/
Slow Cooker Pizza,820,6,43.3 ,50.9,53.8 ,154 ,2181 ,Pasta,https://www.allrecipes.com/recipe/25425/slow-cooker-pizza/
Eggplant Supper Soup,206,8,10.2 ,12.2,14.7 ,39 ,902 ,Pasta,https://www.allrecipes.com/recipe/78526/eggplant-supper-soup/
Linguine with Clam Sauce,878,4,42.7 ,84.6,37.2 ,92 ,190 ,Pasta,https://www.allrecipes.com/recipe/11951/linguine-with-clam-sauce/
"Fettuccini with Mushroom, Ham and Rose Sauce",478,8,24.8 ,53.2,11.9 ,77 ,192 ,Pasta,https://www.allrecipes.com/recipe/11800/fettuccini-with-mushroom-ham-and-rose-sauce/
Baked Mac and Cheese for One,469,1,30 ,30,19.8 ,89 ,1046 ,Pasta,https://www.allrecipes.com/recipe/70012/baked-mac-and-cheese-for-one/
Hillshire Farm® Sausage Alfredo,663,6,51.1 ,33.6,17.5 ,156 ,859 ,Pasta,https://www.allrecipes.com/recipe/239096/hillshire-farm-sausage-alfredo/
Peanut Butter Haystacks,219,12,14.8 ,16.8,4.8 ,0 ,147 ,Pasta,https://www.allrecipes.com/recipe/10985/peanut-butter-haystacks/
Spinach Pasta Salad,334,8,16.6 ,41.8,8.6 ,6 ,1167 ,Pasta,https://www.allrecipes.com/recipe/16142/spinach-pasta-salad/
Slow Cooker Mac and Cheese ,432,12,24.7 ,33.9,17.8 ,99 ,524 ,Pasta,https://www.allrecipes.com/recipe/237311/slow-cooker-mac-and-cheese/
Homemade Lasagna,638,8,27.2 ,54.1,45.7 ,161 ,2053 ,Pasta,https://www.allrecipes.com/recipe/19344/homemade-lasagna/
Gnocchi with Sage-Butter Sauce,768,2,51.8 ,61.6,15.7 ,140 ,977 ,Pasta,https://www.allrecipes.com/recipe/164888/gnocchi-with-sage-butter-sauce/
Goat Cheese and Arugula over Penne,317,6,17.8 ,29.7,11 ,21 ,334 ,Pasta,https://www.allrecipes.com/recipe/11698/goat-cheese-and-arugula-over-penne/
Mexican Pasta,358,4,9.4 ,59.5,10.3 ,0 ,589 ,Pasta,https://www.allrecipes.com/recipe/21518/mexican-pasta/
"Asparagus, Chicken and Penne Pasta",311,8,6.8 ,43.2,20.3 ,29 ,113 ,Pasta,https://www.allrecipes.com/recipe/22629/asparagus-chicken-and-penne-pasta/
Chicken Tetrazzini for a Crowd,279,20,12 ,21.4,20.7 ,49 ,506 ,Pasta,https://www.allrecipes.com/recipe/15036/chicken-tetrazzini-for-a-crowd/
Pasta with Asparagus,281,4,8.4 ,39.4,15.5 ,9 ,339 ,Pasta,https://www.allrecipes.com/recipe/11710/pasta-with-asparagus/
Italian Pasta Salad I,291,12,14.6 ,32.6,8.5 ,6 ,728 ,Pasta,https://www.allrecipes.com/recipe/14349/italian-pasta-salad-i/
Broccoli Chicken Fettuccini Alfredo,417,4,15.5 ,49.7,21.1 ,44 ,727 ,Pasta,https://www.allrecipes.com/recipe/9059/broccoli-chicken-fettuccini-alfredo/
Ham and Noodle Casserole,464,6,26.7 ,31.2,24.4 ,92 ,1037 ,Pasta,https://www.allrecipes.com/recipe/214046/ham-and-noodle-casserole/
Gnocchi Bake,321,8,19.8 ,20.1,15.1 ,49 ,852 ,Pasta,https://www.allrecipes.com/recipe/57071/gnocchi-bake/
Chicken Danielle,1005,4,52 ,81.1,43.5 ,197 ,1259 ,Pasta,https://www.allrecipes.com/recipe/23850/chicken-danielle/
Grandma's Noodles II,136,4,1.7 ,24.5,5.1 ,47 ,373 ,Pasta,https://www.allrecipes.com/recipe/11776/grandmas-noodles-ii/
California Chicken Spaghetti,478,6,17.6 ,49.4,31.1 ,73 ,988 ,Pasta,https://www.allrecipes.com/recipe/53178/california-chicken-spaghetti/
Chicken Alfredo with Fettuccini Noodles,1014,8,75.9 ,46.8,38.7 ,272 ,845 ,Pasta,https://www.allrecipes.com/recipe/26258/chicken-alfredo-with-fettuccini-noodles/
Mandarin Chicken Pasta Salad,425,6,18.9 ,44.7,21.8 ,35 ,358 ,Pasta,https://www.allrecipes.com/recipe/143555/mandarin-chicken-pasta-salad/
Cafeteria Macaroni and Cheese,544,6,31.4 ,39.4,25.4 ,92 ,850 ,Pasta,https://www.allrecipes.com/recipe/11726/cafeteria-macaroni-and-cheese/
Peppered Bacon and Tomato Linguine,362,6,7.6 ,57.5,16.2 ,16 ,821 ,Pasta,https://www.allrecipes.com/recipe/19335/peppered-bacon-and-tomato-linguine/
Chicken Club Pasta Salad,550,6,35.1 ,37.3,23.7 ,61 ,1000 ,Pasta,https://www.allrecipes.com/recipe/236198/chicken-club-pasta-salad/
Grandma's Ground Beef Casserole,519,6,29.8 ,39.4,24.5 ,120 ,1597 ,Pasta,https://www.allrecipes.com/recipe/231808/grandmas-ground-beef-casserole/
Spinach Tortellini Soup,224,4,6 ,33.2,11.5 ,28 ,294 ,Pasta,https://www.allrecipes.com/recipe/16332/spinach-tortellini-soup/
Sauce Rosee,344,6,27 ,18.3,5.2 ,50 ,344 ,Pasta,https://www.allrecipes.com/recipe/17166/sauce-rosee/
Chicken and Bowtie Pasta with Asiago Cream Sauce,837,6,50.7 ,61.5,33.2 ,193 ,425 ,Pasta,https://www.allrecipes.com/recipe/58490/chicken-and-bowtie-pasta-with-asiago-cream-sauce/
Classic Minestrone,320,4,12 ,44.5,12 ,0 ,471 ,Pasta,https://www.allrecipes.com/recipe/13163/classic-minestrone/
Awesome Ham Pasta Salad,697,6,48.2 ,44.9,21.3 ,65 ,1747 ,Pasta,https://www.allrecipes.com/recipe/19602/awesome-ham-pasta-salad/
The Best Chicken Soup Ever,487,8,23 ,35,34 ,115 ,761 ,Pasta,https://www.allrecipes.com/recipe/26472/the-best-chicken-soup-ever/
One Pot Tuna Casserole,395,8,17 ,43.2,17.4 ,79 ,452 ,Pasta,https://www.allrecipes.com/recipe/24512/one-pot-tuna-casserole/
Cuban-Style Roast Pork,265,8,14.8 ,2.1,29.4 ,85 ,540 ,Pork,https://www.allrecipes.com/recipe/241452/cuban-style-roast-pork/
Cheesy Ham and Corn Chowder,408,6,24.6 ,29.5,19.3 ,76 ,2034 ,Pork,https://www.allrecipes.com/recipe/240583/cheesy-ham-and-corn-chowder/
